stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code
IDFM:28691,,Musée du Luxembourg,,2.332421707204237,48.84823286818464,1.0,,0,IDFM:71173,Europe/Paris,,1,
IDFM:28698,,Hôpital Notre-Dame de Bon Secours,,2.320311166688292,48.8270294959903,1.0,,0,IDFM:70991,Europe/Paris,,1,
IDFM:28697,,Guynemer - Vavin,,2.332254765052171,48.845309013287086,1.0,,0,IDFM:71142,Europe/Paris,,1,
IDFM:28696,,Théâtre de l'Odéon,,2.3390675765731674,48.84963679139544,1.0,,0,IDFM:71180,Europe/Paris,,1,
IDFM:28690,,Saint-Germain - Odéon,,2.3387148621124862,48.851658396269976,1.0,,0,IDFM:73618,Europe/Paris,,1,
IDFM:26325,,Charonne - Bagnolet,,2.3938665008602382,48.856420264436885,1.0,,0,IDFM:71728,Europe/Paris,,2,
IDFM:26326,,Charonne - Voltaire,,2.3849192948814406,48.85465685208986,1.0,,0,IDFM:73647,Europe/Paris,,1,
IDFM:26323,,Faidherbe,,2.381575790420756,48.85388416427973,1.0,,0,IDFM:71700,Europe/Paris,,1,
IDFM:26321,,Charonne - Bagnolet,,2.393759147784656,48.85627582498526,1.0,,0,IDFM:71728,Europe/Paris,,2,
IDFM:28634,,Saint-Germain - Cardinal Lemoine,,2.353829396244182,48.84937567104572,1.0,,0,IDFM:71178,Europe/Paris,,1,
IDFM:28633,,Maubert - Mutualité,,2.347714255801565,48.85017889049208,1.0,,0,IDFM:71190,Europe/Paris,,1,
IDFM:28645,,12 février 1934,,2.3087005730490504,48.81815798652167,2.0,,0,IDFM:70570,Europe/Paris,,1,
IDFM:28644,,Depinoy,,2.3135122205770884,48.82199010413552,2.0,,0,IDFM:70630,Europe/Paris,,1,
IDFM:28641,,Jean Moulin,,2.318283049885806,48.82378917947588,1.0,,0,IDFM:70669,Europe/Paris,,1,
IDFM:28642,,Jean Moulin,,2.3181477930869803,48.82371645785693,1.0,,0,IDFM:70669,Europe/Paris,,1,
IDFM:24122,,Montsouris,,2.3333899397534115,48.82154495165109,1.0,,0,IDFM:70620,Europe/Paris,,1,
IDFM:24121,,Brancion,,2.300850585299838,48.82870707372911,1.0,,0,IDFM:71007,Europe/Paris,,1,
IDFM:24120,,Porte de Choisy,,2.3640167452454044,48.81971514342374,1.0,,0,IDFM:70604,Europe/Paris,,1,
IDFM:24129,,Porte de Vanves,,2.3066440851164933,48.82737374678428,1.0,,0,IDFM:71006,Europe/Paris,,1,
IDFM:492187,,Gare Montparnasse,,2.318122503341815,48.84127209166092,1.0,,0,IDFM:71139,Europe/Paris,,2,
IDFM:24127,,Poterne des Peupliers,,2.3517178700368597,48.82083627815218,1.0,,0,IDFM:70626,Europe/Paris,,1,
IDFM:492184,,Place d'Italie - Mairie du 13e,,2.355760577602508,48.832055347619445,1.0,,0,IDFM:71033,Europe/Paris,,1,
IDFM:24128,,Porte de Vanves,,2.3066838708072592,48.827454921561646,1.0,,0,IDFM:71006,Europe/Paris,,1,
IDFM:24126,,Porte de Choisy,,2.3639343743867536,48.81976866806797,1.0,,0,IDFM:70604,Europe/Paris,,1,
IDFM:24123,,Avenue de France,,2.381149825464056,48.82548909820333,1.0,,0,IDFM:427076,Europe/Paris,,1,
IDFM:24124,,Maryse Bastié,,2.377744762249231,48.82432922348724,1.0,,0,IDFM:73623,Europe/Paris,,1,
IDFM:24110,,Porte d'Ivry,,2.3699562338281868,48.8218601257817,1.0,,0,IDFM:70636,Europe/Paris,,1,
IDFM:24117,,Porte d'Italie,,2.3600205548381514,48.81906425553999,1.0,,0,IDFM:70596,Europe/Paris,,1,
IDFM:24118,,Porte d'Orléans,,2.324922053842732,48.82335017119638,1.0,,0,IDFM:70657,Europe/Paris,,1,
IDFM:24119,,Montsouris,,2.333240818516532,48.82149015737766,1.0,,0,IDFM:70620,Europe/Paris,,1,
IDFM:24112,,Stade Charléty - Porte de Gentilly,,2.34571416711844,48.819535450932925,1.0,,0,IDFM:70605,Europe/Paris,,1,
IDFM:24113,,Georges Brassens,,2.29645235862634,48.82958965330787,1.0,,0,IDFM:71018,Europe/Paris,,1,
