route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order
IDFM:C01842,IDFM:1046,H,H,,3,,8D653D,FFFFFF,
IDFM:C01846,IDFM:1046,J,J,,3,,CEC73D,000000,
IDFM:C01857,IDFM:93,TER,TER Centre - Val-de-Loire,,2,,AAAAAA,000000,
IDFM:C01840,IDFM:1046,U,U,,3,,B6134C,FFFFFF,
IDFM:C01844,IDFM:1046,K,K,,3,,9B9842,FFFFFF,
IDFM:C01847,IDFM:1046,L,L,,3,,C4A4CC,000000,
IDFM:C02368,IDFM:93,TER,TER Centre - Val de Loire,,2,,AAAAAA,000000,
IDFM:C02370,IDFM:93,TER,TER Normandie,,2,,AAAAAA,000000,
IDFM:C02375,IDFM:93,TER,TER Normandie,,2,,AAAAAA,000000,
IDFM:C02712,IDFM:1046,V,V,,3,,9F9825,FFFFFF,
IDFM:C02711,IDFM:1046,V,V,,2,,9F9825,FFFFFF,
